date,variant,ticker,event,weight_before,weight_cap,value_sold_gross,proceeds_net,trade_cost,sold_shares,settle_dt
2022-07-28,C4,STNG,concentration_trim,0.0635972162316787,0.06,1622.863508357841,1587.12312,0.39688,41,2022-07-29
2022-08-11,C4,ARRY,concentration_trim,0.0633677774104453,0.06,1586.7060943069846,1576.5457649999998,0.39423499999999995,74,2022-08-12
2022-08-25,C4,ALT,concentration_trim,0.07288898147931973,0.06,6289.760547543017,6274.291034999999,1.568965,334,2022-08-26
2022-09-09,C4,ALT,concentration_trim,0.06490627381259806,0.06,2354.5434190318338,2337.075585,0.584415,117,2022-09-12
2022-09-09,C4,DYN,concentration_trim,0.06990451711262685,0.06,4753.223419031834,4740.194655,1.185345,318,2022-09-12
2022-10-07,C4,ARDX,concentration_trim,0.0652921913223531,0.06,2438.5492170507896,2437.5404625,0.6095375000000001,1573,2022-10-10
2022-10-21,C4,ARDX,concentration_trim,0.0602150435901876,0.06,94.27684160683566,93.21669,0.02331,63,2022-10-24
2022-10-21,C4,INSW,concentration_trim,0.061879885272736565,0.06,824.1568416068367,807.1981499999999,0.20185,20,2022-10-24
2022-10-21,C4,SGML,concentration_trim,0.06587634471149413,0.06,2576.236841606835,2553.92136,0.63864,72,2022-10-24
2022-11-04,C4,HLX,concentration_trim,0.06764618801510161,0.06,3574.996094055259,3569.58738,0.89262,522,2022-11-07
2022-11-04,C4,IMVT,concentration_trim,0.0653074999362822,0.06,2481.53609405526,2469.6324375,0.6175625,205,2022-11-07
2022-11-04,C4,INSW,concentration_trim,0.06268255537577237,0.06,1254.2360940552608,1213.3465875000002,0.30341250000000003,27,2022-11-07
2022-11-18,C4,HLX,concentration_trim,0.06061581076266568,0.06,277.54361565134604,272.991735,0.068265,41,2022-11-21
2022-11-18,C4,IMVT,concentration_trim,0.0682117910370565,0.06,3701.0236156513456,3695.076,0.924,280,2022-11-21
2022-11-18,C4,INSW,concentration_trim,0.06365151369997393,0.06,1645.7236156513463,1606.098375,0.401625,35,2022-11-21
2022-12-05,C4,IMVT,concentration_trim,0.0655735164921668,0.06,2500.9051149356783,2498.01534,0.62466,174,2022-12-06
2022-12-19,C4,IMVT,concentration_trim,0.06602889339196923,0.06,2663.8787305815313,2660.09481,0.6651900000000001,171,2022-12-20
2023-01-04,C4,IMVT,concentration_trim,0.0694303357932034,0.06,4279.4148872907135,4270.1222025,1.0677975,231,2023-01-05
2023-01-19,C4,EVER,concentration_trim,0.06364360624065664,0.06,1638.5085595287237,1633.9914,0.4086,90,2023-01-20
2023-01-19,C4,OII,concentration_trim,0.06231374694426907,0.06,1040.4785595287249,1039.66002,0.25998000000000004,56,2023-01-20
2023-02-16,C4,SVRA,concentration_trim,0.06149419936443939,0.06,681.5095705142048,679.450095,0.169905,241,2023-02-17
2023-03-03,C4,NGL,concentration_trim,0.06512151186486159,0.06,2302.012658192063,2300.98461,0.57539,652,2023-03-06
2023-03-17,C4,PTGX,concentration_trim,0.0773054947556102,0.06,7332.625085949963,7329.507165,1.832835,327,2023-03-20
2023-04-17,C4,RIOT,concentration_trim,0.06463985858820821,0.06,2051.1392507874807,2042.429265,0.510735,158,2023-04-18
2023-06-13,C4,SYM,concentration_trim,0.060370032720777525,0.06,152.16856461764837,140.75480249999998,0.0351975,3,2023-06-14
2023-06-28,C4,BTBT,concentration_trim,0.07461432289906839,0.06,5806.421208188807,5800.609484999999,1.450515,1298,2023-06-29
2023-06-28,C4,CVNA,concentration_trim,0.061660166339206,0.06,659.6012081888111,644.5288275,0.16117250000000002,23,2023-06-29
2023-06-28,C4,NERV,concentration_trim,0.08602157775619172,0.06,10338.641208188805,10330.076835,2.583165,1014,2023-06-29
2023-07-13,C4,AAOI,concentration_trim,0.0951243946032582,0.06,15122.775567091816,15112.101030000002,3.77897,1418,2023-07-14
2023-07-13,C4,CVNA,concentration_trim,0.07447624892302722,0.06,6232.735567091815,6215.6457,1.5543,165,2023-07-14
2023-07-13,C4,NERV,concentration_trim,0.06413206223172649,0.06,1779.0555670918147,1769.5575,0.4425,150,2023-07-14
2023-07-27,C4,CVNA,concentration_trim,0.06612388654072773,0.06,2570.5068048241556,2548.342755,0.6372450000000001,63,2023-07-28
2023-08-10,C4,AAOI,concentration_trim,0.10835643188731288,0.06,21845.72406035589,21827.821679999997,5.4583200000000005,1512,2023-08-11
2023-08-10,C4,BVS,concentration_trim,0.06633999225865304,0.06,2864.184060355892,2860.104795,0.7152050000000001,626,2023-08-11
2023-08-24,C4,AAOI,concentration_trim,0.06054532279590831,0.06,238.3305058530641,225.38363999999999,0.05636,16,2023-08-25
2023-09-22,C4,TTI,concentration_trim,0.06256297619549972,0.06,1038.094855917545,1036.30086,0.25914,168,2023-09-25
2023-10-06,C4,CAMT,concentration_trim,0.06567311277349717,0.06,2292.225430282131,2279.31003,0.5699700000000001,36,2023-10-09
2023-10-06,C4,CLS,concentration_trim,0.06453778507483098,0.06,1833.4954302821316,1822.524255,0.455745,69,2023-10-09
2023-10-06,C4,GRPN,concentration_trim,0.06478013087356528,0.06,1931.4154302821298,1925.39853,0.48146999999999995,132,2023-10-09
2023-10-20,C4,CLS,concentration_trim,0.062053533711486815,0.06,784.0901616019182,774.106425,0.193575,30,2023-10-23
2023-11-17,C4,ANF,concentration_trim,0.06076363654204641,0.06,289.39301110652013,220.65482249999997,0.0551775,3,2023-11-20
2023-11-17,C4,UEC,concentration_trim,0.06384050116195472,0.06,1455.4230111065262,1449.7174800000003,0.36252000000000006,228,2023-11-20
2023-12-18,C4,SKYH,concentration_trim,0.06889176913600457,0.06,3599.561337535233,3590.22222,0.89778,312,2023-12-19
2023-12-18,C4,SLNO,concentration_trim,0.06323472908208382,0.06,1309.4813375352314,1296.775725,0.324275,34,2023-12-19
2024-01-03,C4,STTK,concentration_trim,0.06568622601611031,0.06,2359.2536811022837,2351.5519649999997,0.588035,317,2024-01-04
2024-01-18,C4,ALT,concentration_trim,0.06893938613042061,0.06,3411.1076923384317,3408.78759,0.85241,316,2024-01-19
2024-01-18,C4,STTK,concentration_trim,0.07444939631542512,0.06,5513.627692338436,5509.33732125,1.37767875,651,2024-01-19
2024-02-01,C4,ABSI,concentration_trim,0.0652729251608321,0.06,2065.485181643431,2063.0841000000005,0.5159000000000001,469,2024-02-02
2024-02-01,C4,STTK,concentration_trim,0.06560250130318997,0.06,2194.5851816434297,2193.951375,0.548625,231,2024-02-02
2024-02-15,C4,ABSI,concentration_trim,0.06441886862128524,0.06,1887.1616795299633,1884.428775,0.471225,366,2024-02-16
2024-02-15,C4,ADCT,concentration_trim,0.06330780686990307,0.06,1412.6616795299597,1411.12713,0.35287,284,2024-02-16
2024-03-01,C4,ABSI,concentration_trim,0.061811229013183026,0.06,796.1208569322225,791.502075,0.19792500000000002,145,2024-03-04
2024-03-01,C4,ARQT,concentration_trim,0.07173705454072422,0.06,5158.9908569322215,5153.971185,1.288815,438,2024-03-04
2024-03-15,C4,SEZL,concentration_trim,0.06529202915022499,0.06,2290.9875496302884,2267.67294,0.56706,39,2024-03-18
2024-03-15,C4,WGS,concentration_trim,0.07154739867503818,0.06,4999.017549630291,4994.91096,1.24904,416,2024-03-18
2024-04-01,C4,CATX,concentration_trim,0.06738687491839028,0.06,3250.051222075792,3249.10752,0.81248,2539,2024-04-02
2024-04-01,C4,SEZL,concentration_trim,0.06934966165808638,0.06,4113.631222075794,4094.5761,1.0239,60,2024-04-02
2024-04-15,C4,CATX,concentration_trim,0.07382381940438547,0.06,5908.7534911535295,5905.8531675,1.4768325,3861,2024-04-16
2024-04-29,C4,CATX,concentration_trim,0.06355469793577222,0.06,1537.6257244493827,1536.2958299999998,0.38416999999999996,937,2024-04-30
2024-04-29,C4,DAVE,concentration_trim,0.07048171179712302,0.06,4533.985724449383,4485.198420000001,1.1215800000000002,93,2024-04-30
2024-04-29,C4,WGS,concentration_trim,0.06194725047349317,0.06,842.305724449383,835.791,0.20900000000000002,76,2024-04-30
2024-05-13,C4,CADL,concentration_trim,0.0716996320130069,0.06,5615.656377820564,5608.597499999999,1.4024999999999999,550,2024-05-14
2024-05-13,C4,WGS,concentration_trim,0.11495508489531478,0.06,26377.656377820564,26366.04684,6.59316,1128,2024-05-14
2024-05-28,C4,EXK,concentration_trim,0.06657617921205793,0.06,2991.774184327878,2988.33273,0.74727,722,2024-05-29
2024-05-28,C4,SG,concentration_trim,0.060109407975370864,0.06,49.774184327878174,31.032239999999998,0.0077599999999999995,1,2024-05-29
2024-06-11,C4,VITL,concentration_trim,0.06294232636838702,0.06,1295.2554448623923,1274.0913975,0.3186025,31,2024-06-12
2024-06-11,C4,WGS,concentration_trim,0.07567506668298413,0.06,6900.395444862392,6893.4762,1.7238,255,2024-06-12
2024-06-26,C4,VITL,concentration_trim,0.0687652863413679,0.06,3788.242450088048,3742.884045,0.935955,81,2024-06-27
2024-07-11,C4,EBS,concentration_trim,0.07124253602169452,0.06,5300.158902618194,5289.8272125,1.3227875000000002,535,2024-07-12
2024-07-11,C4,TSSI,concentration_trim,0.06598581105710512,0.06,2821.9389026181925,2818.37523,0.70477,946,2024-07-12
2024-07-11,C4,WGS,concentration_trim,0.07091693648571123,0.06,5146.658902618194,5131.71675,1.28325,150,2024-07-12
2024-07-25,C4,ASTS,concentration_trim,0.07791339437909328,0.06,8531.471555066215,8517.55008,2.1299200000000003,512,2024-07-26
2024-07-25,C4,EBS,concentration_trim,0.08289930402176625,0.06,10906.071555066213,10899.2745,2.7255000000000003,790,2024-07-26
2024-08-08,C4,ASTS,concentration_trim,0.08165997244386639,0.06,10171.055415308303,10153.0611,2.5389,455,2024-08-09
2024-08-08,C4,HROW,concentration_trim,0.07093477747006764,0.06,5134.735415308303,5120.63952,1.28048,151,2024-08-09
2024-08-22,C4,ASTS,concentration_trim,0.07459448280321292,0.06,8436.238892425543,8430.471855,2.108145,247,2024-08-23
2024-08-22,C4,CLOV,concentration_trim,0.0844006387794682,0.06,14104.61889242554,14098.39452,3.52548,4197,2024-08-23
2024-08-22,C4,EOSE,concentration_trim,0.06971007124587922,0.06,5612.838892425541,5610.577004999999,1.402995,2319,2024-08-23
2024-08-22,C4,TSSI,concentration_trim,0.07146184398192656,0.06,6625.43889242554,6620.30451,1.6554900000000001,1588,2024-08-23
2024-09-06,C4,PSIX,concentration_trim,0.0636278771495007,0.06,1979.7056164533897,1960.94964,0.49036,104,2024-09-09
2024-09-06,C4,TSSI,concentration_trim,0.07362376177263473,0.06,7434.38561645339,7431.5116575,1.8583425,1539,2024-09-09
2024-09-20,C4,HROW,concentration_trim,0.0650255173006338,0.06,2891.368671247852,2880.5596800000003,0.7203200000000001,64,2024-09-23
2024-09-20,C4,TSSI,concentration_trim,0.07069589316597301,0.06,6153.748671247849,6148.4625,1.5375,1025,2024-09-23
2024-10-04,C4,CLOV,concentration_trim,0.07589493606172422,0.06,9197.226776707677,9192.741240000001,2.29876,2276,2024-10-07
2024-10-04,C4,HROW,concentration_trim,0.06676812878282676,0.06,3916.2167767076753,3877.5203775,0.9696224999999999,77,2024-10-07
2024-10-18,C4,GEVO,concentration_trim,0.08630787333688382,0.06,16429.06361857256,16422.133439999998,4.10656,5248,2024-10-21
2024-10-18,C4,HROW,concentration_trim,0.06350951278862191,0.06,2191.6636185725583,2183.6939399999997,0.54606,38,2024-10-21
2024-10-18,C4,WLFC,concentration_trim,0.07052152909235794,0.06,6570.613618572555,6492.7764,1.6236,32,2024-10-21
2024-11-01,C4,CRVS,concentration_trim,0.07498261035077253,0.06,9326.120469527203,9316.0704,2.3296,1024,2024-11-04
2024-11-01,C4,TSSI,concentration_trim,0.0730269920806045,0.06,8108.8204695272,8103.37365,2.0263500000000003,1026,2024-11-04
2024-11-15,C4,APP,concentration_trim,0.08271968909076521,0.06,15190.580747143336,15132.895829999998,3.7841699999999996,52,2024-11-18
2024-11-15,C4,SEZL,concentration_trim,0.08407010535341597,0.06,16093.480747143338,15781.05375,3.94625,41,2024-11-18
2024-11-15,C4,TSSI,concentration_trim,0.06406689433348539,0.06,2719.160747143338,2717.3205,0.6795,300,2024-11-18
2024-12-02,C4,AAOI,concentration_trim,0.07001123058032625,0.06,7264.525140977996,7249.90707,1.8129300000000002,178,2024-12-03
2024-12-02,C4,APP,concentration_trim,0.06477258239062425,0.06,3463.165140977988,3405.0485249999997,0.851475,10,2024-12-03
2024-12-16,C4,IONQ,concentration_trim,0.06473954633125446,0.06,3461.8631333832454,3427.562895,0.857105,82,2024-12-17
2024-12-16,C4,QUBT,concentration_trim,0.09007553139437106,0.06,21967.79313338324,21955.06986,5.49014,1982,2024-12-17
2024-12-16,C4,RKLB,concentration_trim,0.06237240393235966,0.06,1732.8531333832434,1708.97265,0.42734999999999995,66,2024-12-17
2024-12-31,C4,UMAC,concentration_trim,0.06278086864849182,0.06,2077.91444050306,2068.3427850000003,0.5172150000000001,123,2025-01-02
2025-02-14,C4,HSAI,concentration_trim,0.06259246728876022,0.06,1627.0841408545311,1622.4742800000001,0.40572,92,2025-02-18
2025-02-14,C4,MVST,concentration_trim,0.06921489878718616,0.06,5783.4541408545265,5781.5842425,1.4457575,2767,2025-02-18
2025-02-14,C4,TDUP,concentration_trim,0.06073812847231749,0.06,463.26414085453143,462.72429000000005,0.11571000000000001,174,2025-02-18
2025-03-03,C4,HSAI,concentration_trim,0.0684607820447822,0.06,4200.583231555844,4185.91326,1.04674,263,2025-03-04
2025-03-17,C4,CNL,concentration_trim,0.062345323240092156,0.06,1336.481227715085,1330.3473299999998,0.33266999999999997,156,2025-03-18
2025-04-29,C4,TDUP,concentration_trim,0.06505566663137344,0.06,2623.5279859984657,2620.4297287499994,0.6552712499999999,591,2025-04-30
2025-05-13,C4,RGC,concentration_trim,0.3362934993087893,0.06,213406.8815197643,213179.29185,53.308150000000005,683,2025-05-14
2025-05-28,C4,RGC,concentration_trim,0.08998789312205252,0.06,25819.71728069317,25473.63,6.37,49,2025-05-29
2025-05-28,C4,ROMA,concentration_trim,0.0663873602596114,0.06,5499.547280693172,5497.235347500001,1.3746525000000003,1839,2025-05-29
2025-06-11,C4,AEVA,concentration_trim,0.07361713897059298,0.06,12312.813672290431,12297.104955,3.0750450000000003,527,2025-06-12
2025-06-11,C4,RGC,concentration_trim,0.06885534816603871,0.06,8007.133672290438,7469.332200000001,1.8678000000000001,12,2025-06-12
2025-06-11,C4,TDUP,concentration_trim,0.060254468035919696,0.06,230.0936722904371,224.98373999999998,0.05626,29,2025-06-12
2025-06-26,C4,AEVA,concentration_trim,0.08817329449094358,0.06,24931.331668350475,24895.29462,6.22538,742,2025-06-27
2025-06-26,C4,MFI,concentration_trim,0.07162530050936554,0.06,10287.551668350476,10281.369015,2.5709850000000003,1843,2025-06-27
2025-06-26,C4,TDUP,concentration_trim,0.061945482623098555,0.06,1721.6116683504733,1716.53076,0.42924,219,2025-06-27
2025-07-11,C4,NNNN,concentration_trim,0.07578063955674097,0.06,13489.209334762389,13444.618005,3.361995,273,2025-07-14
2025-07-25,C4,ROMA,concentration_trim,0.06450082514834715,0.06,3632.772563663624,3628.112745,0.907255,862,2025-07-28
2025-07-25,C4,TNGX,concentration_trim,0.06089656965860765,0.06,723.6525636636288,722.73927,0.18073000000000003,106,2025-07-28
2025-08-08,C4,MFI,concentration_trim,0.06836491177867274,0.06,6830.356634683783,6803.278755,1.7012450000000001,182,2025-08-11
2025-08-08,C4,NEGG,concentration_trim,0.08628338079181537,0.06,21461.656634683786,21378.37407,5.345930000000001,268,2025-08-11
2025-08-22,C4,NEGG,concentration_trim,0.07175182663336238,0.06,10148.283356006628,10072.48125,2.5187500000000003,100,2025-08-25
2025-09-08,C4,CELC,concentration_trim,0.06582219347921346,0.06,4917.04827781373,4876.120665,1.219335,78,2025-09-09
2025-09-08,C4,ONDS,concentration_trim,0.08251874715104374,0.06,19017.878277813732,19011.52593,4.75407,3138,2025-09-09
2025-09-08,C4,OPEN,concentration_trim,0.06163474300766362,0.06,1380.5982778137331,1376.77572,0.34428000000000003,228,2025-09-09
2025-09-22,C4,AMPX,concentration_trim,0.06493164572803727,0.06,4639.404270586339,4629.88224,1.1577600000000001,384,2025-09-23
2025-09-22,C4,BE,concentration_trim,0.07052056624054011,0.06,9897.134270586328,9832.321305,2.4586949999999996,114,2025-09-23
2025-09-22,C4,IREN,concentration_trim,0.07179739933238832,0.06,11098.30427058634,11058.8346,2.7654,264,2025-09-23
2025-09-22,C4,LWLG,concentration_trim,0.06630508345652071,0.06,5931.454270586335,5927.167837499999,1.4821625,1303,2025-09-23
2025-09-22,C4,ONDS,concentration_trim,0.0645321949098727,0.06,4263.624270586333,4260.554595,1.065405,587,2025-09-23
2025-10-06,C4,IREN,concentration_trim,0.07863987850783066,0.06,18451.943844936162,18417.6444375,4.6055625000000004,319,2025-10-07
2025-10-06,C4,LWLG,concentration_trim,0.061909839606852514,0.06,1890.583844936169,1886.60823,0.47177,382,2025-10-07
2025-10-06,C4,ONDS,concentration_trim,0.0837256553309282,0.06,23486.443844936162,23478.109005,5.870995,2203,2025-10-07
2025-10-20,C4,BETR,concentration_trim,0.06500486606540341,0.06,5364.032557920502,5289.0274125000005,1.3225875,65,2025-10-21
2025-10-20,C4,UAMY,concentration_trim,0.07666312882301288,0.06,17858.93255792051,17844.007882500002,4.462117500000001,1329,2025-10-21
2025-11-03,C4,IREN,concentration_trim,0.06744659883777322,0.06,7697.019349697875,7653.8360625,1.9139375,113,2025-11-04
2025-11-03,C4,SNDK,concentration_trim,0.07229926914422104,0.06,12712.879349697876,12624.453097499998,3.1569024999999997,61,2025-11-04
2025-11-17,C4,AXTI,concentration_trim,0.06018224076955659,0.06,189.58330088303046,184.453875,0.046125,18,2025-11-18
2025-11-17,C4,BW,concentration_trim,0.09146489396573772,0.06,32732.62330088304,32721.277635,8.182365,5106,2025-11-18
2025-11-17,C4,SNDK,concentration_trim,0.07667475286697832,0.06,17346.58330088303,17277.87945,4.32055,65,2025-11-18
2025-12-02,C4,AXTI,concentration_trim,0.06984870097761764,0.06,10098.229404744889,10087.55748,2.52252,858,2025-12-03
2025-12-16,C4,ANRO,concentration_trim,0.0649307352513586,0.06,5513.628033247995,5504.823450000001,1.3765500000000002,322,2025-12-17
2025-12-16,C4,AXTI,concentration_trim,0.06082544684445225,0.06,923.0280332479888,922.76925,0.23075,71,2025-12-17
2025-12-16,C4,GLUE,concentration_trim,0.06376214191435674,0.06,4206.888033247989,4197.450375,1.049625,225,2025-12-17
2025-12-16,C4,PRAX,concentration_trim,0.07020991114142831,0.06,11416.88803324799,11252.096272499999,2.8137275,41,2025-12-17
2025-12-16,C4,TERN,concentration_trim,0.07807012637025043,0.06,20206.308033247988,20167.356900000002,5.043100000000001,470,2025-12-17
2025-12-31,C4,ANRO,concentration_trim,0.06356624190538229,0.06,3918.62101875378,3915.021,0.979,220,2026-01-02
2025-12-31,C4,AXTI,concentration_trim,0.07679432923072987,0.06,18453.77101875379,18438.189300000002,4.6107000000000005,1128,2026-01-02
2025-12-31,C4,PRAX,concentration_trim,0.06571775195143302,0.06,6282.721018753786,6187.992615,1.547385,21,2026-01-02
2026-01-15,C4,ALMS,concentration_trim,0.10742568610693101,0.06,60063.880305922066,60047.434387500005,15.015612500000001,2485,2026-01-16
2026-01-15,C4,AXTI,concentration_trim,0.08190292713300022,0.06,27739.71030592204,27719.22846,6.93154,1078,2026-01-16
2026-01-15,C4,BIOA,concentration_trim,0.07051767618588352,0.06,13320.470305922048,13311.3613275,3.3286725,619,2026-01-16
2026-01-15,C4,HYMC,concentration_trim,0.063117638913884,0.06,3948.4403059220494,3942.274185,0.9858150000000001,114,2026-01-16
2026-01-30,C4,ALMS,concentration_trim,0.06284890182006697,0.06,3493.0567203522223,3479.549895,0.870105,142,2026-02-02
2026-02-13,C4,ALMS,concentration_trim,0.06552170458611876,0.06,6714.282145208563,6686.40798,1.67202,252,2026-02-17
2026-02-13,C4,ERAS,concentration_trim,0.06535962954722442,0.06,6517.202145208561,6514.371,1.629,543,2026-02-17
2026-03-02,C4,ERAS,concentration_trim,0.06352466728900547,0.06,4901.679627783393,4895.3858475,1.2241525,337,2026-03-03
2026-03-02,C4,HYMC,concentration_trim,0.06853876589857727,0.06,11874.679627783407,11869.651845,2.9681550000000003,213,2026-03-03
2026-03-02,C4,ISSC,concentration_trim,0.06080504551455635,0.06,1119.5596277833974,1102.9242,0.27579999999999993,40,2026-03-03
2026-03-16,C4,IPSC,concentration_trim,0.06120724105878414,0.06,1665.1458647239633,1664.1338625,0.41613750000000005,685,2026-03-16
2026-03-16,C4,ISSC,concentration_trim,0.06392933479874677,0.06,5419.7258647239505,5389.552275000001,1.347725,185,2026-03-16
