ticker,value_start,value_end,delta_value,delta_pct_of_total,from_date,to_date,window_type
IONQ,50603.76,0.0,-50603.76,17.608380270301613,2024-12-26,2025-04-08,mdd_main
KOD,49017.3,0.0,-49017.3,17.05634637077275,2024-12-26,2025-04-08,mdd_main
UMAC,48919.06,0.0,-48919.06,17.022162205845984,2024-12-26,2025-04-08,mdd_main
RKLB,48148.920000000006,0.0,-48148.920000000006,16.7541797875164,2024-12-26,2025-04-08,mdd_main
SOUN,44922.42,0.0,-44922.42,15.631467978312333,2024-12-26,2025-04-08,mdd_main
REAL,43388.520000000004,0.0,-43388.520000000004,15.097723163764648,2024-12-26,2025-04-08,mdd_main
ALAB,40680.99,0.0,-40680.99,14.15559519079881,2024-12-26,2025-04-08,mdd_main
DRUG,37769.2,0.0,-37769.2,13.142391713680478,2024-12-26,2025-04-08,mdd_main
RDDT,36231.700000000004,0.0,-36231.700000000004,12.607394222079288,2024-12-26,2025-04-08,mdd_main
DXYZ,35836.0,0.0,-35836.0,12.46970413594817,2024-12-26,2025-04-08,mdd_main
SATL,35336.76,0.0,-35336.76,12.295985665894852,2024-12-26,2025-04-08,mdd_main
MSTR,33422.9,0.0,-33422.9,11.630027747666652,2024-12-26,2025-04-08,mdd_main
CRDO,8930.48,0.0,-8930.48,3.1075020479964954,2024-12-26,2025-04-08,mdd_main
BTDR,24.46,0.0,-24.46,0.008511244646871644,2024-12-26,2025-04-08,mdd_main
HUT,23.89,0.0,-23.89,0.008312904113399983,2024-12-26,2025-04-08,mdd_main
SMR,21.82,0.0,-21.82,0.007592614807634476,2024-12-26,2025-04-08,mdd_main
QUBT,19.24,0.0,-19.24,0.00669486291928906,2024-12-26,2025-04-08,mdd_main
RGTI,15.44,0.0,-15.44,0.005372592696144651,2024-12-26,2025-04-08,mdd_main
ETON,13.57,0.0,-13.57,0.004721896560018325,2024-12-26,2025-04-08,mdd_main
RCAT,13.41,0.0,-13.41,0.004666222024306981,2024-12-26,2025-04-08,mdd_main
APPS,0.0,2.2,2.2,-0.0007655248660309739,2024-12-26,2025-04-08,mdd_main
BB,0.0,2.87,2.87,-0.0009986619843222247,2024-12-26,2025-04-08,mdd_main
ORLA,0.0,8.29,8.29,-0.0028846368815439874,2024-12-26,2025-04-08,mdd_main
CYD,0.0,14.76,14.76,-0.005135975919371442,2024-12-26,2025-04-08,mdd_main
AU,0.0,33.16,33.16,-0.01153854752617595,2024-12-26,2025-04-08,mdd_main
ESLT,0.0,371.97,371.97,-0.12943285655342787,2024-12-26,2025-04-08,mdd_main
NAK,0.0,14220.165,14220.165,-4.9481317757106105,2024-12-26,2025-04-08,mdd_main
ROOT,0.0,20214.7,20214.7,-7.034025231525602,2024-12-26,2025-04-08,mdd_main
PGEN,0.0,20851.739999999998,20851.739999999998,-7.255693395460316,2024-12-26,2025-04-08,mdd_main
ASM,0.0,21070.72,21070.72,-7.331890956898254,2024-12-26,2025-04-08,mdd_main
IHS,0.0,22179.320000000003,22179.320000000003,-7.717645896208227,2024-12-26,2025-04-08,mdd_main
RGC,0.0,23504.0,23504.0,-8.178589295996366,2024-12-26,2025-04-08,mdd_main
OPCH,0.0,24887.61,24887.61,-8.660038323218693,2024-12-26,2025-04-08,mdd_main
TMC,0.0,25500.420000000002,25500.420000000002,-8.87327527465162,2024-12-26,2025-04-08,mdd_main
CNL,0.0,26070.69,26070.69,-9.071709758902294,2024-12-26,2025-04-08,mdd_main
ALHC,0.0,27022.7,27022.7,-9.40297672604327,2024-12-26,2025-04-08,mdd_main
FEIM,5777.0,0.0,-5777.0,-90.06606674174617,2018-10-24,2018-11-01,dd_gt_10pct
TDS,5489.93,0.0,-5489.93,-85.59051441708752,2018-10-24,2018-11-01,dd_gt_10pct
MCS,5384.1,0.0,-5384.1,-83.94057641409653,2018-10-24,2018-11-01,dd_gt_10pct
ICL,5389.179999999999,6.11,-5383.07,-83.9245182439833,2018-10-24,2018-11-01,dd_gt_10pct
BAND,5389.44,55.64,-5333.799999999999,-83.15637645614085,2018-10-24,2018-11-01,dd_gt_10pct
WING,5146.4400000000005,63.71,-5082.7300000000005,-79.24208056262343,2018-10-24,2018-11-01,dd_gt_10pct
WK,5105.64,34.19,-5071.450000000001,-79.06622021419918,2018-10-24,2018-11-01,dd_gt_10pct
CGC,4304.639999999999,37.03,-4267.61,-66.53398772507242,2018-10-24,2018-11-01,dd_gt_10pct
IAC,2081.75,0.0,-2081.75,-32.45543265356242,2018-10-24,2018-11-01,dd_gt_10pct
AVAV,91.02,0.0,-91.02,-1.4190433434020662,2018-10-24,2018-11-01,dd_gt_10pct
MDB,66.99,0.0,-66.99,-1.0444046756152978,2018-10-24,2018-11-01,dd_gt_10pct
NVCR,41.52,0.0,-41.52,-0.6473157505828806,2018-10-24,2018-11-01,dd_gt_10pct
CLF,10.19,0.0,-10.19,-0.1588667509258081,2018-10-24,2018-11-01,dd_gt_10pct
DNN,10.5754,0.6288,-9.9466,-0.1550720338330366,2018-10-24,2018-11-01,dd_gt_10pct
LXU,8.43,0.0,-8.43,-0.13142754762557038,2018-10-24,2018-11-01,dd_gt_10pct
EYPT,2.23,0.0,-2.23,-0.03476671781791483,2018-10-24,2018-11-01,dd_gt_10pct
UAMY,0.683,0.0,-0.683,-0.010648281735262704,2018-10-24,2018-11-01,dd_gt_10pct
NOA,10.55,11.37,0.8199999999999985,0.012784174264883456,2018-10-24,2018-11-01,dd_gt_10pct
KALV,5867.55,5873.45,5.899999999999636,0.09198369288147303,2018-10-24,2018-11-01,dd_gt_10pct
AXSM,0.0,31.36,31.36,0.4889167133496901,2018-10-24,2018-11-01,dd_gt_10pct
CCO,5367.599999999999,5556.599999999999,189.0,2.9465962634914358,2018-10-24,2018-11-01,dd_gt_10pct
GOGO,4286.4,5296.24,1009.8400000000001,15.743866511768212,2018-10-24,2018-11-01,dd_gt_10pct
CDNA,5196.12,6219.84,1023.7200000000003,15.960262046885997,2018-10-24,2018-11-01,dd_gt_10pct
FRPT,0.0,3985.2,3985.2,62.1310869273337,2018-10-24,2018-11-01,dd_gt_10pct
ATNI,0.0,5320.32,5320.32,82.94621710359131,2018-10-24,2018-11-01,dd_gt_10pct
OLLI,0.0,5347.0199999999995,5347.0199999999995,83.36248229002105,2018-10-24,2018-11-01,dd_gt_10pct
MGTX,0.0,5382.4400000000005,5382.4400000000005,83.91469625643833,2018-10-24,2018-11-01,dd_gt_10pct
IIIV,0.0,5450.84,5450.84,84.98108347560667,2018-10-24,2018-11-01,dd_gt_10pct
RLGT,0.0,5477.25,5477.25,85.39282742967444,2018-10-24,2018-11-01,dd_gt_10pct
FRO,0.0,5592.4800000000005,5592.4800000000005,87.18931572301898,2018-10-24,2018-11-01,dd_gt_10pct
NERV,0.0,5702.099999999999,5702.099999999999,88.898341555844,2018-10-24,2018-11-01,dd_gt_10pct
ATLC,0.0,5998.34,5998.34,93.51685836587947,2018-10-24,2018-11-01,dd_gt_10pct
NERV,5258.88,0.0,-5258.88,119.45101975088977,2018-11-05,2018-11-06,dd_gt_10pct
IIIV,5334.0,5077.46,-256.53999999999996,5.827089533682696,2018-11-05,2018-11-06,dd_gt_10pct
MGTX,5513.320000000001,5337.450000000001,-175.8699999999999,3.994738583802819,2018-11-05,2018-11-06,dd_gt_10pct
KALV,5560.75,5428.0,-132.75,3.0153041849083104,2018-11-05,2018-11-06,dd_gt_10pct
FRPT,3827.5199999999995,3709.8,-117.71999999999935,2.6739104229559647,2018-11-05,2018-11-06,dd_gt_10pct
FRO,5653.6,5577.2,-76.40000000000055,1.735361504534814,2018-11-05,2018-11-06,dd_gt_10pct
BAND,49.85,0.0,-49.85,1.1323006675531397,2018-11-05,2018-11-06,dd_gt_10pct
CCO,5414.85,5395.95,-18.900000000000546,0.42929754497000916,2018-11-05,2018-11-06,dd_gt_10pct
ATLC,6213.75,6197.18,-16.56999999999971,0.37637356191284244,2018-11-05,2018-11-06,dd_gt_10pct
RLGT,5256.150000000001,5246.099999999999,-10.050000000001091,0.22827726597613418,2018-11-05,2018-11-06,dd_gt_10pct
NOA,10.54,10.47,-0.06999999999999851,0.0015899909072962504,2018-11-05,2018-11-06,dd_gt_10pct
DNN,0.6499,0.639,-0.01090000000000002,0.00024758429842185046,2018-11-05,2018-11-06,dd_gt_10pct
AXSM,30.96,30.96,0.0,-0.0,2018-11-05,2018-11-06,dd_gt_10pct
WK,34.13,34.3,0.1699999999999946,-0.003861406489147997,2018-11-05,2018-11-06,dd_gt_10pct
ICL,5.98,6.17,0.1899999999999995,-0.004315689605518475,2018-11-05,2018-11-06,dd_gt_10pct
WING,62.69,64.56,1.8700000000000045,-0.04247547138062941,2018-11-05,2018-11-06,dd_gt_10pct
CGC,40.09,42.59,2.5,-0.05678538954629587,2018-11-05,2018-11-06,dd_gt_10pct
OLLI,5171.28,5190.42,19.140000000000327,-0.43474894236644857,2018-11-05,2018-11-06,dd_gt_10pct
ATNI,5328.64,5352.96,24.31999999999971,-0.5524082695063596,2018-11-05,2018-11-06,dd_gt_10pct
CDNA,6062.5199999999995,6272.280000000001,209.76000000000113,-4.764521324492434,2018-11-05,2018-11-06,dd_gt_10pct
GOGO,5535.24,6988.36,1453.12,-33.00639410300538,2018-11-05,2018-11-06,dd_gt_10pct
ATLC,6064.62,0.0,-6064.62,-39.27917237399979,2018-11-09,2019-04-23,dd_gt_10pct
CDNA,5839.08,0.0,-5839.08,-37.818400794373716,2018-11-09,2019-04-23,dd_gt_10pct
RLGT,5718.450000000001,0.0,-5718.450000000001,-37.03710756190811,2018-11-09,2019-04-23,dd_gt_10pct
KALV,5551.9,0.0,-5551.9,-35.95840087313128,2018-11-09,2019-04-23,dd_gt_10pct
CCO,5490.45,0.0,-5490.45,-35.560403118551065,2018-11-09,2019-04-23,dd_gt_10pct
ATNI,5374.72,0.0,-5374.72,-34.810846078069886,2018-11-09,2019-04-23,dd_gt_10pct
OLLI,5294.24,0.0,-5294.24,-34.289595316660346,2018-11-09,2019-04-23,dd_gt_10pct
MGTX,5288.37,0.0,-5288.37,-34.251576654017775,2018-11-09,2019-04-23,dd_gt_10pct
FRO,5134.08,0.0,-5134.08,-33.252275212940766,2018-11-09,2019-04-23,dd_gt_10pct
IIIV,5082.54,0.0,-5082.54,-32.91846228745558,2018-11-09,2019-04-23,dd_gt_10pct
FRPT,3907.44,0.0,-3907.44,-25.307605307679914,2018-11-09,2019-04-23,dd_gt_10pct
GOGO,3324.8399999999997,0.0,-3324.8399999999997,-21.53423684847022,2018-11-09,2019-04-23,dd_gt_10pct
WING,67.4,0.0,-67.4,-0.4365345591327381,2018-11-09,2019-04-23,dd_gt_10pct
CGC,39.14,0.0,-39.14,-0.253500929442958,2018-11-09,2019-04-23,dd_gt_10pct
WK,38.57,0.0,-38.57,-0.2498091683345654,2018-11-09,2019-04-23,dd_gt_10pct
NOA,10.02,0.0,-10.02,-0.06489727422121715,2018-11-09,2019-04-23,dd_gt_10pct
ICL,6.44,0.0,-6.44,-0.04171042375096192,2018-11-09,2019-04-23,dd_gt_10pct
DNN,0.6,0.0,-0.6,-0.003886064324623781,2018-11-09,2019-04-23,dd_gt_10pct
AVXL,0.0,2.93,2.93,0.0189769474519128,2018-11-09,2019-04-23,dd_gt_10pct
PLUG,0.0,10.12,10.12,0.06554495160865444,2018-11-09,2019-04-23,dd_gt_10pct
LSCC,0.0,39.42,39.42,0.25531442612778243,2018-11-09,2019-04-23,dd_gt_10pct
GH,0.0,66.72,66.72,0.4321303528981644,2018-11-09,2019-04-23,dd_gt_10pct
IIPR,0.0,83.92,83.92,0.5435308635373794,2018-11-09,2019-04-23,dd_gt_10pct
ATAI,0.0,1034.0,1034.0,6.696984186101649,2018-11-09,2019-04-23,dd_gt_10pct
CVNA,0.0,1398.39,1398.39,9.057055818184416,2018-11-09,2019-04-23,dd_gt_10pct
PUMP,0.0,3851.21,3851.21,24.94341631272392,2018-11-09,2019-04-23,dd_gt_10pct
MDB,0.0,5081.21,5081.21,32.90984817820267,2018-11-09,2019-04-23,dd_gt_10pct
OLED,0.0,5332.93,5332.93,34.540181697859836,2018-11-09,2019-04-23,dd_gt_10pct
QURE,0.0,5340.820000000001,5340.820000000001,34.59128344372864,2018-11-09,2019-04-23,dd_gt_10pct
CPRX,0.0,5643.0,5643.0,36.548434973086664,2018-11-09,2019-04-23,dd_gt_10pct
SNAP,0.0,5671.27,5671.27,36.73153337051519,2018-11-09,2019-04-23,dd_gt_10pct
GFF,0.0,5816.4,5816.4,37.67150756290293,2018-11-09,2019-04-23,dd_gt_10pct
AXSM,30.96,5945.62,5914.66,38.30791536379882,2018-11-09,2019-04-23,dd_gt_10pct
YETI,0.0,6074.88,6074.88,39.34562407395086,2018-11-09,2019-04-23,dd_gt_10pct
FTK,0.0,6145.2,6145.2,39.801070812796766,2018-11-09,2019-04-23,dd_gt_10pct
TRX,0.0,6286.0056,6286.0056,40.713036844242176,2018-11-09,2019-04-23,dd_gt_10pct
DBD,0.0,6836.200000000001,6836.200000000001,44.27652155998849,2018-11-09,2019-04-23,dd_gt_10pct
RIOT,0.0,7043.4,7043.4,45.618509106758566,2018-11-09,2019-04-23,dd_gt_10pct
YETI,6779.2,0.0,-6779.2,-603.5078985627424,2019-04-30,2019-08-08,dd_gt_10pct
AXSM,6613.29,25.5,-6587.79,-586.4679164315331,2019-04-30,2019-08-08,dd_gt_10pct
RIOT,6165.9,0.0,-6165.9,-548.909805249589,2019-04-30,2019-08-08,dd_gt_10pct
MGTX,5644.17,0.0,-5644.17,-502.4635909592392,2019-04-30,2019-08-08,dd_gt_10pct
TGTX,5461.650000000001,0.0,-5461.650000000001,-486.21502746418497,2019-04-30,2019-08-08,dd_gt_10pct
QURE,5450.429999999999,0.0,-5450.429999999999,-485.2161841461128,2019-04-30,2019-08-08,dd_gt_10pct
PLUG,5438.160000000001,0.0,-5438.160000000001,-484.1238661859753,2019-04-30,2019-08-08,dd_gt_10pct
SAFE,5399.22,0.0,-5399.22,-480.6572923173723,2019-04-30,2019-08-08,dd_gt_10pct
SNAP,5269.22,0.0,-5269.22,-469.08424139496907,2019-04-30,2019-08-08,dd_gt_10pct
COKE,5200.48,0.0,-5200.48,-462.9647681610766,2019-04-30,2019-08-08,dd_gt_10pct
DBD,5186.26,0.0,-5186.26,-461.698854437103,2019-04-30,2019-08-08,dd_gt_10pct
BHVN,5087.25,0.0,-5087.25,-452.88464080766346,2019-04-30,2019-08-08,dd_gt_10pct
CPRX,3002.02,0.0,-3002.02,-267.2502333082553,2019-04-30,2019-08-08,dd_gt_10pct
CVNA,1502.76,0.0,-1502.76,-133.78090772423693,2019-04-30,2019-08-08,dd_gt_10pct
TROX,636.3000000000001,0.0,-636.3000000000001,-56.64563309173252,2019-04-30,2019-08-08,dd_gt_10pct
OLED,159.6,0.0,-159.6,-14.20814559396591,2019-04-30,2019-08-08,dd_gt_10pct
MDB,140.92,0.0,-140.92,-12.545187199885188,2019-04-30,2019-08-08,dd_gt_10pct
LSCC,12.95,0.0,-12.95,-1.1528539188086373,2019-04-30,2019-08-08,dd_gt_10pct
FTK,3.57,0.0,-3.57,-0.3178137830229217,2019-04-30,2019-08-08,dd_gt_10pct
GERN,1.82,0.0,-1.82,-0.16202271291364637,2019-04-30,2019-08-08,dd_gt_10pct
TRX,0.8507,0.0,-0.8507,-0.07573226476683459,2019-04-30,2019-08-08,dd_gt_10pct
ASPN,0.0,6.44,6.44,0.5733111380021333,2019-04-30,2019-08-08,dd_gt_10pct
EVER,0.0,19.91,19.91,1.7724572605003839,2019-04-30,2019-08-08,dd_gt_10pct
GSHD,0.0,45.91,45.91,4.087067444981045,2019-04-30,2019-08-08,dd_gt_10pct
KGC,0.0,2503.18,2503.18,222.84176621493478,2019-04-30,2019-08-08,dd_gt_10pct
AGI,0.0,2782.56,2782.56,247.71314288186582,2019-04-30,2019-08-08,dd_gt_10pct
HROW,0.0,4874.820000000001,4874.820000000001,433.97338536577007,2019-04-30,2019-08-08,dd_gt_10pct
NRC,0.0,5373.419999999999,5373.419999999999,478.3604868266184,2019-04-30,2019-08-08,dd_gt_10pct
AU,0.0,5386.719999999999,5386.719999999999,479.5444989594489,2019-04-30,2019-08-08,dd_gt_10pct
NG,0.0,5606.37,5606.37,499.09850384487885,2019-04-30,2019-08-08,dd_gt_10pct
IOVA,0.0,5614.87,5614.87,499.8552033282667,2019-04-30,2019-08-08,dd_gt_10pct
PAGS,0.0,5683.37,5683.37,505.95331092968695,2019-04-30,2019-08-08,dd_gt_10pct
RGLD,0.0,5697.45,5697.45,507.20676136805184,2019-04-30,2019-08-08,dd_gt_10pct
NVCR,0.0,5774.339999999999,5774.339999999999,514.0517758713102,2019-04-30,2019-08-08,dd_gt_10pct
AG,0.0,5923.88,5923.88,527.3643453708195,2019-04-30,2019-08-08,dd_gt_10pct
EGO,0.0,6032.0,6032.0,536.9895627995137,2019-04-30,2019-08-08,dd_gt_10pct
RDVT,0.0,6075.92,6075.92,540.8994735419133,2019-04-30,2019-08-08,dd_gt_10pct
USAS,0.0,6852.66,6852.66,610.0475625685867,2019-04-30,2019-08-08,dd_gt_10pct
USAS,6871.59,3.03,-6868.56,69.11028268711229,2019-08-12,2019-08-16,dd_gt_10pct
HROW,4318.86,0.0,-4318.86,43.45563487631494,2019-08-12,2019-08-16,dd_gt_10pct
AG,5841.68,5425.2,-416.4800000000005,4.190550935498643,2019-08-12,2019-08-16,dd_gt_10pct
IOVA,5494.39,5258.45,-235.9400000000005,2.3739881572261594,2019-08-12,2019-08-16,dd_gt_10pct
RGLD,5765.849999999999,5608.8,-157.04999999999927,1.5802103928641427,2019-08-12,2019-08-16,dd_gt_10pct
KGC,2435.0,2327.86,-107.13999999999987,1.0780244603085947,2019-08-12,2019-08-16,dd_gt_10pct
AGI,2656.08,2604.0,-52.07999999999993,0.5240201035362293,2019-08-12,2019-08-16,dd_gt_10pct
AXSM,25.41,0.0,-25.41,0.25567109890275735,2019-08-12,2019-08-16,dd_gt_10pct
GSHD,44.93,43.5,-1.4299999999999997,0.014388416821367293,2019-08-12,2019-08-16,dd_gt_10pct
ASPN,6.66,6.4,-0.2599999999999998,0.002616075785703143,2019-08-12,2019-08-16,dd_gt_10pct
EVER,19.82,21.29,1.4699999999999989,-0.014790890019167769,2019-08-12,2019-08-16,dd_gt_10pct
NG,5541.65,5598.28,56.63000000000011,-0.5698014297860361,2019-08-12,2019-08-16,dd_gt_10pct
NRC,5250.58,5385.87,135.28999999999996,-1.361264973260686,2019-08-12,2019-08-16,dd_gt_10pct
AU,5268.82,5512.48,243.65999999999985,-2.451665484401646,2019-08-12,2019-08-16,dd_gt_10pct
EGO,5995.75,6249.499999999999,253.7499999999991,-2.5531893485468102,2019-08-12,2019-08-16,dd_gt_10pct
RDVT,5724.0,6003.84,279.84000000000015,-2.8157024918121865,2019-08-12,2019-08-16,dd_gt_10pct
NVCR,5722.2,6185.5199999999995,463.3199999999997,-4.661847050123002,2019-08-12,2019-08-16,dd_gt_10pct
PAGS,5425.64,6236.34,810.6999999999998,-8.157125536421304,2019-08-12,2019-08-16,dd_gt_10pct
PAGS,6029.429999999999,48.89,-5980.539999999999,-27.885192388123098,2019-08-19,2019-08-20,dd_gt_10pct
RDVT,5940.24,0.0,-5940.24,-27.69728740742882,2019-08-19,2019-08-20,dd_gt_10pct
NRC,5342.71,0.0,-5342.71,-24.911211399631,2019-08-19,2019-08-20,dd_gt_10pct
IOVA,5014.9800000000005,19.7,-4995.280000000001,-23.291265309243578,2019-08-19,2019-08-20,dd_gt_10pct
AGI,2592.8399999999997,7.17,-2585.6699999999996,-12.056086139746286,2019-08-19,2019-08-20,dd_gt_10pct
KGC,2284.03,4.77,-2279.26,-10.627402141370757,2019-08-19,2019-08-20,dd_gt_10pct
GSHD,43.33,0.0,-43.33,-0.202032824155908,2019-08-19,2019-08-20,dd_gt_10pct
NVCR,6268.0199999999995,6225.12,-42.899999999999636,-0.20002788267455296,2019-08-19,2019-08-20,dd_gt_10pct
ASPN,6.37,0.0,-6.37,-0.029701109851676295,2019-08-19,2019-08-20,dd_gt_10pct
RGLD,5648.4,5738.4,90.0,0.41963891470186293,2019-08-19,2019-08-20,dd_gt_10pct
EGO,6213.25,6351.0,137.75,0.6422806722242402,2019-08-19,2019-08-20,dd_gt_10pct
NG,5517.38,5743.9,226.51999999999953,1.0561845217585086,2019-08-19,2019-08-20,dd_gt_10pct
AG,5474.52,5754.0,279.47999999999956,1.3031187097875163,2019-08-19,2019-08-20,dd_gt_10pct
AU,5313.360000000001,5643.48,330.119999999999,1.5392355391264283,2019-08-19,2019-08-20,dd_gt_10pct
GOLD,0.0,3551.1000000000004,3551.1000000000004,16.557552777753173,2019-08-19,2019-08-20,dd_gt_10pct
EVER,22.12,5506.2,5484.08,25.57037088153547,2019-08-19,2019-08-20,dd_gt_10pct
SHAK,0.0,5490.24,5490.24,25.599092833919507,2019-08-19,2019-08-20,dd_gt_10pct
APPN,0.0,5497.65,5497.65,25.63364310456329,2019-08-19,2019-08-20,dd_gt_10pct
ATLC,0.0,5512.0,5512.0,25.700552198185207,2019-08-19,2019-08-20,dd_gt_10pct
USAS,3.0,5517.3,5514.3,25.711276303783144,2019-08-19,2019-08-20,dd_gt_10pct
ORN,0.0,5515.799999999999,5515.799999999999,25.71827028569483,2019-08-19,2019-08-20,dd_gt_10pct
SVM,0.0,5516.67,5516.67,25.72232679520362,2019-08-19,2019-08-20,dd_gt_10pct
PERI,0.0,5517.599999999999,5517.599999999999,25.726663063988873,2019-08-19,2019-08-20,dd_gt_10pct
ATLC,4540.51,2052.75,-2487.76,190.80547928395018,2019-08-22,2019-08-23,dd_gt_10pct
ORN,5820.12,5198.799999999999,-621.3200000000006,47.65381724471172,2019-08-22,2019-08-23,dd_gt_10pct
